protein,rmsd,pose_rank_for_rmsd
2wtv,1.1853794536740063,5
2wvt,1.0420622704561844,1
2wvt,0.8501570900566341,2
2wvt,0.7515159993297766,3
2wvt,0.6829093794486297,4
2wvt,0.6690417502004978,5
2xb8,1.0175107324916224,1
2xb8,1.0131331412828608,2
2xb8,1.0796634369327367,3
2xb8,1.0241701611810585,4
2xb8,1.0140542934280405,5
2xbv,1.289013093565758,1
2xbv,1.269314264634971,2
2xbv,1.2053266742548951,3
2xbv,1.27752984085528,4
2xbv,1.2027315786979718,5
2xdl,0.8993712246221061,1
2xdl,0.8970309685048332,2
2xdl,0.9019174153892321,3
2xdl,0.8973635112622995,4
2xdl,0.8970109855669416,5
2xii,1.7715600385266292,1
2xii,1.7581400062567143,2
2xii,2.413494459011206,3
2xii,2.3480630227565173,4
2xii,2.2529685085816022,5
2xj7,0.9949871543148398,1
2xj7,0.9892476711762167,2
2xj7,0.9929721813974408,3
2xj7,0.9843134019372605,4
2xj7,0.9779442702386475,5
2xnb,0.43327798146375074,1
2xnb,1.3604561278913625,2
2xnb,1.0108414753202977,3
2xnb,1.007213059238442,4
2xnb,1.0066701824236215,5
2xys,1.3777252367104216,1
2xys,1.383582056472073,2
2xys,1.3872444660306535,3
2xys,1.3734870784063193,4
2xys,1.3889879264908376,5
2y5h,1.7266388478469588,1
2y5h,1.7002001122555568,2
2y5h,1.580907939688388,3
2y5h,1.5466889321078199,4
2y5h,1.7172786313594728,5
2yfe,2.2721190313998325,1
2yfe,2.2715648918789655,2
2yfe,2.2647709389536943,3
2yfe,2.175738602237259,4
2yfe,2.2679626676217053,5
2yki,1.3193198307228033,1
2yki,1.324621110422323,2
2yki,1.4464058790363699,3
2yki,1.444085717196407,4
2yki,1.3204327643709803,5
2ymd,0.8205534352137824,1
2ymd,0.824424783613059,2
2ymd,0.8225907916956844,3
2ymd,0.8153155125315158,4
2ymd,0.8165916080077852,5
2zb1,0.5881964023100966,1
2zb1,0.4975007213906134,2
2zb1,0.5842394503831876,3
2zb1,0.5795461954918846,4
2zb1,0.5046198666012158,5
2zcq,1.6060195131534225,1
2zcq,1.7813763142632293,2
2zcq,1.688713297344833,3
2zcq,1.7464329784019583,4
2zcq,1.693114557125439,5
2zcr,1.7810154834731677,1
2zcr,1.9064225416069462,2
2zcr,1.7721250066117722,3
2zcr,1.8566785402306902,4
2zcr,1.9891823822977277,5
2zda,0.8864965641663549,1
2zda,0.8809913779067047,2
2zda,1.1212054050438591,3
2zda,0.8894250555005807,4
2zda,0.8899327251603781,5
2zy1,2.05117426972958,1
2zy1,2.0118791475546254,2
2zy1,1.9371284829987587,3
2zy1,1.99102799442783,4
2zy1,2.0152836963404184,5
3acw,1.4245044618353269,1
3acw,1.5934728131173774,2
3acw,1.7256547665222486,3
3acw,1.5483350076424736,4
3acw,1.591444407754129,5
3ag9,5.120981442149533,1
3ag9,5.145547644775154,2
3ag9,5.22795629524741,3
3ag9,5.160891100150689,4
3ag9,5.414361041080846,5
3ao4,1.2105845921548006,1
3ao4,1.2070762327073856,2
3ao4,1.2128489677788805,3
3ao4,1.209433572249619,4
3ao4,1.2150320183696728,5
3arp,6.180274825192453,1
3arp,5.940641357247997,2
3arp,6.258842108466801,3
3arp,6.252858810404828,4
3arp,6.3471204856382935,5
3arq,1.4359620744847355,1
3arq,1.3531261135388608,2
3arq,1.5337037886960354,3
3arq,1.5599131969133855,4
3arq,1.205715027495855,5
3aru,0.7434226617577149,1
3aru,0.8409577731305127,2
3aru,0.9237811706585682,3
3aru,0.7881395711869852,4
3aru,0.7863871280244006,5
3arv,3.6211582173360717,1
3arv,3.633427432310896,2
3arv,3.6229472412834896,3
3arv,3.6246665088571803,4
3arv,3.628012285850243,5
3ary,1.0546023796997717,1
3ary,1.2379854749289019,2
3ary,1.067206356476934,3
3ary,1.0920338201161934,4
3ary,1.0665937039812559,5
3b1m,1.2266954129916048,1
3b1m,1.3368044862569992,2
3b1m,1.3460955641686652,3
3b1m,1.3461795384834931,4
3b1m,1.2197404369113827,5
3b27,0.30450075511807423,1
3b27,0.30332789302611785,2
3b27,0.3047223135464242,3
3b27,0.30524505441050664,4
3b27,0.3021141650271668,5
3b5r,0.8949521071080272,1
3b5r,0.8904951487561256,2
3b5r,1.051835524829203,3
3b5r,1.0509968660746738,4
3b5r,0.9003369721724497,5
3b65,1.0569002117061062,1
3b65,1.300294500526869,2
3b65,1.1143495370620549,3
3b65,1.1117475883622063,4
3b65,0.6891213629289221,5
3b68,1.146985235748204,1
3b68,1.5229589042030176,2
3b68,1.4104390051126157,3
3b68,1.4082977205745726,4
3b68,1.121510554231189,5
3bgz,1.067542093763107,1
3bgz,0.43953106291018407,2
3bgz,1.4315744448310317,3
3bgz,1.4288862717244073,4
3bgz,1.429686250043089,5
3cj4,1.9629185005438343,1
3cj4,2.0535474601592894,2
3cj4,2.0003617364161994,3
3cj4,2.095974155584522,4
3cj4,1.9909384916314283,5
3coy,1.3023116872076377,1
3coy,1.1857444910606068,2
3coy,1.3042577033657887,3
3coy,1.3274251043162082,4
3coy,1.3033658649728803,5
3coz,1.0272236221506237,1
3coz,1.1744857975163514,2
3coz,1.1962095838623776,3
3coz,1.1272200446884488,4
3coz,1.078618714600985,5
3cyx,0.9552416160467991,1
3cyx,1.1306092098026197,2
3cyx,1.1648627247346772,3
3cyx,1.2110683587825406,4
3cyx,0.9684813141938254,5
3d4z,0.5986392096963566,1
3d4z,0.5690695340276364,2
3d4z,0.5858652594991719,3
3d4z,0.5721818076720966,4
3d4z,0.55547378616252,5
3d6q,1.237803850959895,1
3d6q,0.7399086345479615,2
3d6q,1.1750844700303176,3
3d6q,1.2438947816734702,4
3d6q,1.310321614757594,5
3dd0,1.2008791684540865,1
3dd0,1.2069469822219605,2
3dd0,0.9791695588017812,3
3dd0,0.9660629511708928,4
3dd0,0.5544768723971895,5
3dx1,0.6466238595925308,1
3dx1,0.45093930790145914,2
3dx1,0.6891191602054217,3
3dx1,0.6715147478996326,4
3dx1,0.661149484801938,5
3dx2,0.7002557539615475,1
3dx2,0.7391437665433436,2
3dx2,1.221460156611047,3
3dx2,1.2053393691471326,4
3dx2,0.6647365539959613,5
3dxg,1.9493497917564315,1
3dxg,1.7851449174017824,2
3dxg,1.9440353573128646,3
3dxg,1.9474454976219424,4
3dxg,1.9495460665993058,5
3e5a,1.5118081097914362,1
3e5a,1.3734596929178111,2
3e5a,1.3989756219526965,3
3e5a,1.3899455142326496,4
3e5a,1.4042988569267167,5
3e92,0.8766219545221693,1
3e92,0.8955747702252651,2
3e92,0.8814541631925066,3
3e92,0.8820401000061366,4
3e92,0.8792228466669951,5
3e93,0.4783812207867495,1
3e93,0.9378564436125822,2
3e93,0.938704702294598,3
3e93,0.52351785789706,4
3e93,0.4758038237001133,5
3ebp,0.7690957921544447,1
3ebp,1.2844707965260478,2
3ebp,1.279741695381399,3
3ebp,1.2793145580627363,4
3ebp,1.275985296081342,5
3ehy,1.2386805429925996,1
3ehy,1.3377914253637206,2
3ehy,1.2366207793551123,3
3ehy,0.9285015866948063,4
3ehy,1.4185410408076957,5
3ejr,1.5947842288090608,1
3ejr,1.7066240165198248,2
3ejr,1.7053933391835383,3
3ejr,1.6034150644451994,4
3ejr,1.787423797271129,5
3f3a,0.6277794772780746,1
3f3a,0.7534611702325192,2
3f3a,0.6232927682863363,3
3f3a,0.631360241069742,4
3f3a,0.6296279342250473,5
3f3c,1.1677981020864567,1
3f3c,0.6263149714937816,2
3f3c,0.6255375092482836,3
3f3c,0.629967207045535,4
3f3c,0.6223522250296942,5
3f3d,1.0152650347105778,1
3f3d,0.8449838409038841,2
3f3d,0.8483063617502709,3
3f3d,0.8336227607544039,4
3f3d,1.007636280018554,5
3f3e,1.4471519350332314,1
3f3e,1.2073038271527048,2
3f3e,0.567874683285822,3
3f3e,1.1877066494489625,4
3f3e,0.5647131839155314,5
3fcq,1.2919221862827928,1
3fcq,1.2033263214957637,2
3fcq,1.296788381316836,3
3fcq,1.2781021341206464,4
3fcq,1.3148683658415548,5
3fur,1.9841604522232488,1
3fur,1.9801501587246955,2
3fur,1.490213909298199,3
3fur,1.9872887952860037,4
3fur,1.9749237883715056,5
3fv1,0.8864157191208853,1
3fv1,0.8859691000236536,2
3fv1,0.8936407105521137,3
3fv1,0.8412903667437125,4
3fv1,0.8640944500019465,5
3fv2,0.9173649282417824,1
3fv2,0.9182546992257558,2
3fv2,0.927670815360998,3
3fv2,0.9130878014542683,4
3fv2,0.9237992143962607,5
3g0w,1.9216510209408746,1
3g0w,1.957674266481553,2
3g0w,1.8526207386031817,3
3g0w,1.9025997583349503,4
3g0w,1.4385899867426697,5
3g2n,0.502451274369802,1
3g2n,0.5005906792617756,2
3g2n,0.49296574566487067,3
3g2n,0.5010426399231163,4
3g2n,0.49127957400940314,5
3g2z,0.6389893812413404,1
3g2z,0.6328027894340129,2
3g2z,0.6346787311542692,3
3g2z,0.6524356665341993,4
3g2z,0.541992612731273,5
3g31,1.7782686460752435,1
3g31,1.7782038691826054,2
3g31,1.7816523090470253,3
3g31,1.7796400850825655,4
3g31,1.68650966497254,5
3gbb,1.5177715332215718,1
3gbb,1.4100254370981269,2
3gbb,1.5155035131612262,3
3gbb,1.5140829247365168,4
3gbb,1.4100842848551665,5
3gc5,0.4840567624536446,1
3gc5,0.4872895689110397,2
3gc5,0.48718405180842816,3
3gc5,0.48981512405081373,4
3gc5,0.4916022236216443,5
3ge7,1.1445528130481326,1
3ge7,1.1432828712746772,2
3ge7,1.1320100930179686,3
3ge7,1.0396548220480164,4
3ge7,1.1816963466685408,5
3gnw,1.2904408610044609,1
3gnw,1.1981891544356418,2
3gnw,1.26211978741718,3
3gnw,1.3807723290949334,4
3gnw,1.0064753141235074,5
3gr2,0.8012286360407425,1
3gr2,0.7956028024040465,2
3gr2,0.8218319478932905,3
3gr2,0.8114327099297765,4
3gr2,0.7957073264887754,5
3gv9,0.7881448435150361,1
3gv9,0.7926059188004262,2
3gv9,0.803194749462239,3
3gv9,0.7876113482084931,4
3gv9,0.7880958956731622,5
3gy4,0.47441612542968314,1
3gy4,0.8163199027329641,2
3gy4,0.47222449103858744,3
3gy4,0.8255038760389258,4
3gy4,0.4800414736205031,5
3ivg,1.6578857048085203,1
3ivg,1.778336272242373,2
3ivg,1.7732021658256691,3
3ivg,1.7742398197506382,4
3ivg,1.7916463056914225,5
3jvr,2.0823747825463674,1
3jvr,1.9006371865232192,2
3jvr,1.8500408784160238,3
3jvr,1.9054457463424073,4
3jvr,1.9478148031291913,5
3jvs,1.6662508307617319,1
3jvs,1.7103993904225376,2
3jvs,1.839272042770374,3
3jvs,1.696271875399597,4
3jvs,1.6366246292906044,5
3jya,0.2301854046802781,1
3jya,0.2258472544924891,2
3jya,0.23165225792878175,3
3jya,0.22703644207355034,4
3jya,0.23523087585681676,5
3k5v,1.8717196656432815,1
3k5v,1.9566412626874226,2
3k5v,1.9580345599252087,3
3k5v,2.0082701313016202,4
3k5v,1.8784702893717597,5
3kgp,0.7005703763768054,1
3kgp,0.7100700282817772,2
3kgp,0.6930285778731881,3
3kgp,0.70232021104379,4
3kgp,0.7604904932046301,5
3kr8,0.8102432018881378,1
3kr8,0.8564444406218855,2
3kr8,0.7118621020858343,3
3kr8,0.711647669127897,4
3kr8,0.8040062582797776,5
3kwa,2.756512895486246,1
3kwa,2.2472895062004326,2
3kwa,2.660010309267932,3
3kwa,2.40995455599411,4
3kwa,2.4690745667582563,5
3l7b,0.44174958038098666,1
3l7b,0.4529612896670855,2
3l7b,0.445055530958377,3
3l7b,0.44764269766771586,4
3l7b,0.46385705968127555,5
3lka,1.05272156936804,1
3lka,1.0884470031407554,2
3lka,1.1217581493435858,3
3lka,1.0504137556990514,4
3lka,0.5932683128005861,5
3mss,2.6422261269739,1
3mss,2.362948026046702,2
3mss,2.366634300691623,3
3mss,2.5044427030875753,4
3mss,2.244002885128421,5
3myg,1.174964627281901,1
3myg,1.5460063473946055,2
3myg,1.6065479152602093,3
3myg,1.7729810988967454,4
3myg,1.406037447779479,5
3n76,1.104925928727013,1
3n7a,0.9658794243165377,1
3n7a,0.9738596297331843,2
3n7a,0.9529658301037979,3
3n7a,0.9629340794733309,4
3n7a,0.9941484944764551,5
3n86,1.1616098679230407,1
3n86,1.08130819195884,2
3n86,1.0824833802601643,3
3n86,1.156660116707887,4
3n86,1.0791921951634782,5
3nq9,1.2777174847774209,1
3nq9,1.2771375213170486,2
3nq9,1.2778825418534083,3
3nq9,1.279872051021247,4
3nq9,1.2688760911992043,5
3nw9,0.9749690187559054,1
3nw9,0.6032283736538626,2
3nw9,0.985394349692947,3
3nw9,0.9841537851501058,4
3nw9,0.6054715555843132,5
3nx7,1.2048681657367426,1
3nx7,1.0415157929937584,2
3nx7,1.1620427290304638,3
3nx7,1.1148204095049383,4
3nx7,1.2076480660217688,5
3o9i,0.8090557607789257,1
3o9i,1.1620072794952652,2
3o9i,0.8139219791692471,3
3o9i,0.6186317573291072,4
3o9i,0.8161196100934069,5
3oe4,0.8736777524405159,1
3oe4,0.7397469271762994,2
3oe4,0.7787362643522667,3
3oe4,0.8714343155725944,4
3oe4,0.7696462598949412,5
3oe5,1.1539580224826411,1
3oe5,1.4150256878115184,2
3oe5,1.1461075091402326,3
3oe5,1.3098331498460083,4
3oe5,1.4073371449072458,5
3ozs,1.488389263575912,1
3ozs,1.4886702470405038,2
3ozs,1.391088810692204,3
3ozs,1.3748269375019015,4
3ozs,1.4047271384333198,5
3ozt,1.3123873817599263,1
3ozt,1.3127501082897852,2
3ozt,1.0327355664965123,3
3ozt,1.317208764136024,4
3ozt,1.4132133304390737,5
3p5o,0.8946280577067015,1
3p5o,1.0164607634239469,2
3p5o,1.0244993804541516,3
3p5o,1.0227560080426559,4
3p5o,1.0201889403855948,5
3prs,3.6071074188855463,1
3prs,3.575293098488556,2
3prs,3.5777361643878445,3
3prs,3.64976165057989,4
3prs,3.5778320479742494,5
3pww,1.7723865629834017,1
3pww,1.7802955449336664,2
3pww,1.7526885268295829,3
3pww,1.7703657469320688,4
3pww,1.7518478701229836,5
3pxf,1.2487786512811383,1
3pxf,0.9265277975154078,2
3pxf,1.2498917424043707,3
3pxf,1.2353567892837247,4
3pxf,1.0173296556719826,5
3pyy,1.6329959123478717,1
3pyy,1.7367558628069306,2
3pyy,1.7288089110132603,3
3pyy,1.637046965542406,4
3pyy,1.7336950053647147,5
3qgy,2.184886343663921,1
3qgy,2.2375975357218865,2
3qgy,2.3534145153103854,3
3qgy,2.302512102416177,4
3qgy,2.2761687760766622,5
3qqs,2.3542778251851826,1
3qqs,2.4208882299663808,2
3qqs,2.4453116697717694,3
3qqs,2.5913195641396167,4
3qqs,2.3740020800265245,5
3r88,1.765867573629594,1
3r88,1.7715405464968275,2
3r88,1.7425897997972402,3
3r88,1.7626690193800283,4
3r88,1.828948232364739,5
3rlr,0.43186836443480203,1
3rlr,0.44260297436570933,2
3rlr,0.44742252607003424,3
3rlr,0.44361869725649417,4
3rlr,0.44193212444102037,5
3rr4,0.3180565212355433,1
3rr4,0.3118547505299827,2
3rr4,0.31910396858264756,3
3rr4,0.30606189982128473,4
3rr4,0.3052529644548881,5
3rsx,1.2216161680386834,1
3rsx,1.2068037789832433,2
3rsx,1.2100814148414194,3
3rsx,1.2040725737946394,4
3rsx,0.8278996251790542,5
3ryj,1.513614429193932,1
3ryj,1.1956458707088995,2
3ryj,1.3666268457116146,3
3ryj,1.3699760930658047,4
3ryj,1.442289385799481,5
3syr,0.3703360084747332,1
3syr,0.36306964036397565,2
3syr,0.3558760770024472,3
3syr,0.37140491728323405,4
3syr,0.3776136605389197,5
3tsk,1.5732761560303243,1
3tsk,1.6571058803609757,2
3tsk,1.8036911278153753,3
3tsk,1.8277405713179986,4
3tsk,1.6935511965542804,5
3twp,1.0584480565180934,1
3twp,1.0397684668234841,2
3twp,0.3003851210506866,3
3twp,0.2885522835601475,4
3twp,0.2871747037310324,5
3u5j,1.0608818553175197,1
3u5j,1.0554675986250177,2
